,class,text,text_trat
3154,0,I tagged MY friends that you seemed to count as YOUR friends.,tagged friends seemed count friends
3155,1,Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552. 2End send STOP 8552 SAM xxx,heard u4 call rude chat private line 01223585334 cum wan 2c pics gettin shagged text pix 8552 2end send stop 8552 sam xxx
3156,0,Ok...,ok
3157,0,Long time. You remember me today.,long time remember today
3158,0,Havent shopping now lor i juz arrive only,havent shopping lor juz arrive
3159,0,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE,thank better work cause feel used otherwise
3160,0,Are you up for the challenge? I know i am :),challenge ? know :
3161,0,How much did ur hdd casing cost.,much hdd casing cost
3162,0,Mystery solved! Just opened my email and he's sent me another batch! Isn't he a sweetie,mystery solved ! opened email he's sent another batch ! sweetie
3163,0,I can't describe how lucky you are that I'm actually awake by noon,can't describe lucky actually awake noon
3164,1,This is the 2nd time we have tried to contact u. U have won the £1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,2nd time tried contact £ 1450 prize claim call 09053750005 b4 310303 t&cs/stop sms 08718725756 140ppm
3165,0,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",today sorry day ! ever angry ever misbehaved hurt ? plz plz slap urself bcoz fault basically good
3166,0,Cheers for the card ... Is it that time of year already?,cheers card time year already ?
3167,1,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",hot live fantasies call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870
3168,0,"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",people see msgs think iam addicted msging wrong bcoz \ 't know iam addicted sweet friends ! ! bslvyl
3169,0,Ugh hopefully the asus ppl dont randomly do a reformat.,ugh hopefully asus ppl dont randomly reformat
3170,0,"Haven't seen my facebook, huh? Lol!",seen facebook huh ? lol !
3171,0,"Mah b, I'll pick it up tomorrow",mah i'll pick tomorrow
3172,0,Still otside le..u come 2morrow maga..,still otside le come 2morrow maga
3173,0,Do u still have plumbers tape and a wrench we could borrow?,still plumbers tape wrench could borrow ?
3174,1,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.",dear voucher holder claim weeks offer pc please go http : //www - tlp co uk/reward ts&cs apply
3175,0,It vl bcum more difficult..,vl bcum difficult
3176,1,UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117,going bahamas ! callfreefone 08081560665 speak live operator claim either bahamas cruise £ 2000 cash 18+only opt txt 07786200117
3177,0,Havent still waitin as usual... Ü come back sch oredi?,havent still waitin usual ü come back sch oredi ?
3178,0,In meeting da. I will call you,meeting da call
3179,0,K k :-):-) then watch some films.,: - : - watch films
3180,0,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.,cinema plus drink appeal tomo ? * fr thriller director like mac 8 30
3181,0,There the size of elephant tablets & u shove um up ur ass!!,size elephant tablets & shove um ass ! !
3182,0,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da",many people seems special first sight remain special till last sight maintain till life ends take cr da
3183,0,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",parents kidz friends colleagues screaming surprise ! ! waiting sofa ' naked !
3184,0,Dunno i juz askin cos i got a card got 20% off 4 a salon called hair sense so i tot it's da one ü cut ur hair. ,dunno juz askin cos got card got 20% salon called hair sense tot da one ü cut hair
3185,0,Good morning pookie pie! Lol hope I didn't wake u up,good morning pookie pie ! lol hope wake
3186,0,MAYBE IF YOU WOKE UP BEFORE FUCKING 3 THIS WOULDN'T BE A PROBLEM.,maybe woke fucking 3 problem
3187,0,Happy birthday to you....dear.with lots of love.rakhesh NRI,happy birthday dear lots love rakhesh nri
3188,0,Howz that persons story,howz persons story
3189,1,"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",2nd time tried contact 750 pound prize claim easy call 08712101358 ! 10p per min bt - national - rate
3190,0,X2  &lt;#&gt; . Are you going to get that,x2 &lt ; #&gt ; going get
3191,0,Hi neva worry bout da truth coz the truth will lead me 2 ur heart. Its the least a unique person like u deserve. Sleep tight or morning,hi neva worry bout da truth coz truth lead heart its least unique person like deserve sleep tight morning
3192,1,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+£1.50perWKsub,awarded city break could win £ 200 summer shopping spree every wk txt store 88039 skilgme tscs087147403231winawk ! age16+ £ 1 50perwksub
3193,0,Is ur paper today in e morn or aft?,paper today morn aft ?
3194,0,I will lick up every drop :) are you ready to use your mouth as well?,lick every drop : ready use mouth well ?
3195,0,And you! Will expect you whenever you text! Hope all goes well tomo ,! expect whenever text ! hope goes well tomo
3196,0,Great. P diddy is my neighbor and comes for toothpaste every morning,great diddy neighbor comes toothpaste every morning
3197,0,"I av a new number,  . Wil u only use this one,ta.",av new number wil use one ta
3198,0,So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.,poking man everyday teach canada abi ! saying hi
3199,0,7 lor... Change 2 suntec... Wat time u coming?,7 lor change suntec wat time coming ?
3200,0,No de.am seeing in online shop so that i asked.,de seeing online shop asked
3201,0,Just curious because my cuz asked what I was up to,curious cuz asked
3202,0,Nice.nice.how is it working?,nice nice working ?
3203,0,Okay lor... Wah... like that def they wont let us go... Haha... What did they say in the terms and conditions?,okay lor wah like def wont let us go haha say terms conditions ?
3204,0,Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again,haha yup hopefully lose kg mon hip hop go orchard weigh
3205,0,She's good. How are you. Where r u working now,good working
3206,0,"Oh, yes, I've just been a little under the weather so i've kind of been coccooning at home",oh yes i've little weather i've kind coccooning home
3207,0,At home also.,home also
3208,0,This phone has the weirdest auto correct.,phone weirdest auto correct
3209,0,Oops my phone died and I didn't even know. Yeah I like it better.,oops phone died even know yeah like better
3210,0,Havent mus ask if u can 1st wat. Of meet 4 lunch den u n him meet can already lor. Or u wan 2 go ask da ge 1st then confirm w me asap?,havent mus ask 1st wat meet lunch den meet already lor wan go ask da ge 1st confirm asap ?
3211,0,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",said '' mind go bedroom minute ? '' ''ok'' sed sexy mood came 5 minuts latr wid cake wife
3212,0,"OH YEAH,AND HAV A GREAT TIME IN NEWQUAY-SEND ME A POSTCARD !1 LOOK AFTER ALL THE GIRLS WHILE IM GONE(U KNOW THE 1IM TALKIN BOUT!)xx",oh yeah hav great time newquay - send postcard ! 1 look girls im gone know 1im talkin bout ! xx
3213,0,We got a divorce. Lol. She.s here,got divorce lol
3214,0,What's ur pin?,what's pin ?
3215,0,"Babe, have you got enough money to pick up bread and milk ? And I'll give you it back when you get home ?",babe got enough money pick bread milk ? i'll give back get home ?
3216,0,I want snow. It's just freezing and windy.,want snow freezing windy
3217,1,URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09066358361 from land line. Claim Y87. Valid 12hrs only,urgent ! trying contact todays draw shows £ 2000 prize guaranteed call 09066358361 land line claim y87 valid 12hrs
3218,0,Come to mahal bus stop.. &lt;DECIMAL&gt;,come mahal bus stop &lt ; decimal&gt ;
3219,0,Don know:)this week i'm going to tirunelvai da.,know : week going tirunelvai da
3220,0,Me too baby! I promise to treat you well! I bet you will take good care of me...,baby ! promise treat well ! bet take good care
3221,0,Its like that hotel dusk game i think. You solve puzzles in a area thing,like hotel dusk game think solve puzzles area thing
3222,1,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",thanks ringtone order reference number x29 mobile charged 50 tone arrive please call customer services 09065989180
3223,0,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !",hi love ! goes day ? fuck morning woke dropped cell way stairs seems alright *phews* miss !
3224,0,Well that must be a pain to catch,well must pain catch
3225,0,Sorry da thangam.it's my mistake.,sorry da thangam mistake
3226,0,I need... Coz i never go before ,need coz never go
3227,0,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",rose red red blood blood heart heart send tis friends including like get back 1 - poor relation ! - need 1 support 3 - frnd many - some1 luvs 5+ - some1 praying god marry : - try
3228,0,Wife.how she knew the time of murder exactly,wife knew time murder exactly
3229,1,"SIX chances to win CASH! From 100 to 20,000 pounds txt> CSH11 and send to 87575. Cost 150p/day, 6days, 16+ TsandCs apply Reply HL 4 info",six chances win cash ! 100 20 000 pounds txt> csh11 send 87575 cost 150p/day 6days 16+ tsandcs apply reply hl info
3230,1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send COLLECT to 83600 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,cash - balance currently 500 pounds - maximize cash - send collect 83600 150p/msg cc : 08718720201 po box 114/14 tcr/w1
3231,0,"I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?",feel like dick keep sleeping texts facebook messages sup town ?
3232,0,No plm i will come da. On the way.,plm come da way
3233,0,Guess he wants alone time. We could just show up and watch when they do..,guess wants alone time could show watch
3234,0,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-),height recycling : read twice - people spend time earning money money spent spending time ! ; - good morning keep smiling : -
3235,0,Yup ü not comin :-(,yup ü comin : -
3236,0,"Yes, princess. Toledo.",yes princess toledo
3237,0,"Aight text me when you're back at mu and I'll swing by, need somebody to get the door for me",aight text back mu i'll swing need somebody get door
3238,0,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.,ron say fri leh said ding tai feng cant make reservations said wait lor
3239,0,Good. No swimsuit allowed :),good swimsuit allowed :
3240,0,Am okay. Will soon be over. All the best,okay soon best
3241,0,"A cute thought for friendship: ""Its not necessary to share every secret with ur close Frnd, but watever u shared should be true""....","cute thought friendship : ""its necessary share every secret close frnd watever shared true"""
3242,0,Ok i've sent u da latest version of da project.,ok i've sent da latest version da project
3243,0,Good Morning my Dear........... Have a great &amp; successful day.,good morning dear great &amp ; successful day
3244,0,Pls accept me for one day. Or am begging you change the number.,pls accept one day begging change number
3245,0,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:,squeeeeeze ! ! christmas hug lik frndshp den hug back get 3 cute : 6 luvd : * 9 lucky ; none ? people hate :
3246,0,"Its ok, if anybody asks abt me, u tel them..:-P",ok anybody asks abt tel : -
3247,0,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens",funny fact nobody teaches volcanoes erupt tsunamis arise hurricanes sway aroundn 1 teaches hw choose wife natural disasters happens
3248,0,* You gonna ring this weekend or wot?,* gonna ring weekend wot ?
3249,0,Also track down any lighters you can find,also track lighters find
3250,0,"Sorry, I can't help you on this.",sorry can't help
3251,0,"Babe, I need your advice",babe need advice
3252,0,"I‘ll leave around four, ok?",i‘ll leave around four ok ?
3253,0,Come to medical college at 7pm ......forward it da,come medical college 7pm forward da
3254,0,K:)k..its good:)when are you going?,: good : going ?
3255,0,I can make lasagna for you... vodka...,make lasagna vodka
3256,0,HI ITS KATE CAN U GIVE ME A RING ASAP XXX,hi kate give ring asap xxx
3257,0,Who were those people ? Were you in a tour ? I thought you were doing that sofa thing you sent me ? Your curious sugar,people ? tour ? thought sofa thing sent ? curious sugar
3258,0,"No, but you told me you were going, before you got drunk!",told going got drunk !
3259,0,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him,fucking chickened messaged would late woould buzz hear word
3260,1,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate",congratulations ! thanks good friend £ 000 xmas prize claim easy call 08718726978 ! 10p per minute bt - national - rate
3261,0,I'm always looking for an excuse to be in the city.,always looking excuse city
3262,0,Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...,yup still coffee wif frens fren drove she'll give lift
3263,0,O shore are you takin the bus,shore takin bus
3264,0,So u gonna get deus ex?,gonna get deus ex ?
3265,0,I will send them to your email. Do you mind  &lt;#&gt;  times per night?,send email mind &lt ; #&gt ; times per night ?
3266,1,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",44 7732584351 want new nokia 3510i colour phone deliveredtomorrow ? 300 free minutes mobile + 100 free texts + free camcorder reply call 08000930705
3267,0,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,tap & spile seven * pub gas st broad st canal ok ?
3268,0,Ok then i come n pick u at engin?,ok come pick engin ?
3269,0,Which is why i never wanted to tell you any of this. Which is why i'm so short with you and on-edge as of late.,never wanted tell short - edge late
3270,0,Raviyog Peripherals bhayandar east,raviyog peripherals bhayandar east
3271,0,K actually can you guys meet me at the sunoco on howard? It should be right on the way,actually guys meet sunoco howard ? right way
3272,1,You have 1 new voicemail. Please call 08719181513.,1 new voicemail please call 08719181513
3273,0,"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night",moon come color dreams stars make musical sms give warm peaceful sleep good night
3274,0,Just finished eating. Got u a plate. NOT leftovers this time.,finished eating got plate leftovers time
3275,0,Thanx a lot...,thanx lot
3276,0,Hurry home u big butt. Hang up on your last caller if u have to. Food is done and I'm starving. Don't ask what I cooked.,hurry home big butt hang last caller food done starving ask cooked
3277,0,Lol your right. What diet? Everyday I cheat anyway. I'm meant to be a fatty :(,lol right diet ? everyday cheat anyway meant fatty :
3278,0,Its a great day. Do have yourself a beautiful one.,great day beautiful one
3279,0,What happened in interview?,happened interview ?
3280,0,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",solve case : man found murdered &lt ; decimal&gt ; &lt ; #&gt ; afternoon 1 wife called police police questioned everyone 3 wife : sir sleeping murder took place cook : cooking 5 gardener : picking vegetables 6 house - maid : went post office 7 children : went play 8 neighbour : went marriage police arrested murderer immediately who's ? reply reason brilliant
3281,0,Badrith is only for chennai:)i will surely pick for us:)no competition for him.,badrith chennai : surely pick us : competition
3282,0,I tot it's my group mate... Lucky i havent reply... Wat time do ü need to leave... ,tot group mate lucky havent reply wat time ü need leave
3283,0,Hey you around? I've got enough for a half + the ten I owe you,hey around ? i've got enough half + ten owe
3284,0,Hey tmr maybe can meet you at yck,hey tmr maybe meet yck
3285,0,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*,alrite sam nic checkin number - ? b*
3286,0,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?,making easy pay back &lt ; #&gt ; yrs say pay back earlier get ?
3287,0,Not to worry. I'm sure you'll get it.,worry sure get
3288,0,"The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard",gas station like block away house drive right since armenia ends swann take howard
3289,1,"Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058097189 NOW all will be revealed. POBox 6, LS15HB 150p ",someone know asked dating service contact ! cant guess ? call 09058097189 revealed pobox 6 ls15hb 150p
3290,1,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days,camera - awarded sipix digital camera ! call 09061221066 fromm landline delivery within 28 days
3291,0,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?,tuition 330 hm go 1120 1205 one ? mind ?
3292,0,"I'm not smoking while people use ""wylie smokes too much"" to justify ruining my shit","smoking people use ""wylie smokes much"" justify ruining shit"
3293,0,Dear good morning how you feeling dear,dear good morning feeling dear
3294,0,A little. Meds say take once every 8 hours. It's only been 5 but pain is back. So I took another. Hope I don't die,little meds say take every 8 hours 5 pain back took another hope die
3295,0,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)",beautiful tomorrow never comes comes already today hunt beautiful tomorrow waste wonderful today goodmorning :
3296,0,Dunno lei ü all decide lor. How abt leona? Oops i tot ben is going n i msg him.,dunno lei ü decide lor abt leona ? oops tot ben going msg
3297,0,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.,hi moved in2 pub would great cud come
3298,1,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app ,todays voda numbers ending 5226 selected receive ? 350 award hava match please call 08712300220 quoting claim code 1131 standard rates app
3299,1,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18 only,message free welcome new & improved sex & dogging club ! unsubscribe service reply stop msgs @ 150p 18
3300,0,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",honeybee said : *i'm sweetest world* god laughed &amp ; said : *wait havnt met person reading msg* moral : even god crack jokes ! gm+gn+ge+gn :
3301,0,Just do what ever is easier for you,ever easier
3302,1,RCT' THNQ Adrian for U text. Rgds Vatian,rct' thnq adrian text rgds vatian
3303,0,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday,stop calling everyone saying might cancer throat hurts talk can't answering everyones calls get one call babysitting monday
3304,0,"It'll be tough, but I'll do what I have to",it'll tough i'll
3305,0,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx,im gonnamissu much ! ! would say il send postcard buttheres aboutas much chance merememberin asthere ofsi breakin contract ! ! luv yaxx
3306,0,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.,ee msg na poortiyagi odalebeku : hanumanji 7 name 1 - hanuman - bajarangabali 3 - maruti - pavanaputra 5 - sankatmochan 6 - ramaduth 7 - mahaveer ee 7 name &lt ; #&gt ; janarige ivatte kalisidare next saturday olage ondu good news keluviri ! maretare inde 1 dodda problum nalli siguviri idu matra &lt ; #&gt ; % true neglet
3307,0,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX,hi darlin finish 3 1 pick meet ? text back number luv kate xxx
3308,0,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!",set place heart mind mind easily forgets heart always remember wish happy valentines day !
3309,0,But i'm surprised she still can guess right lor...,surprised still guess right lor
3310,0,Okie ü wan meet at bishan? Cos me at bishan now. I'm not driving today.,okie ü wan meet bishan ? cos bishan driving today
3311,0,Oh ho. Is this the first time u use these type of words,oh ho first time use type words
3312,0,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,hi darlin work get trouble ? ijust talked mum morning ! really good time last night im goin soon call
3313,0,I know you are serving. I mean what are you doing now.,know serving mean
3314,0,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it...",huh hyde park mel ah opps got confused anyway tt's best choice den juz take
3315,0,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out,oh gei happend tron maybe ill dl 3d
3316,1,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",free message activate 500 free text messages replying message word free terms & conditions visit www 07781482378 com
3317,0,I know girls always safe and selfish know i got it pa. Thank you. good night.,know girls always safe selfish know got pa thank good night
3318,0,"No worries, hope photo shoot went well. have a spiffing fun at workage. ",worries hope photo shoot went well spiffing fun workage
3319,0,I'm freezing and craving ice. Fml,freezing craving ice fml
3320,0,Kay... Since we are out already ,kay since already
3321,0,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?,eh sorry leh din msg sad already lar watching tv still office ?
3322,0,Yo im right by yo work,yo im right yo work
3323,0,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx,ok darlin supose ok worry much film stuff mate babysit ! call xx
3324,0,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",said '' mind go bedroom minute ? '' ''ok'' sed sexy mood came 5 minuts latr wid cake wife
3325,0,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,wake since checked stuff saw true available spaces pls call embassy send mail
3326,0,Nope... Juz off from work...,nope juz work
3327,0,Huh so fast... Dat means u havent finished painting?,huh fast dat means havent finished painting ?
3328,0, what number do u live at? Is it 11?,number live ? 11 ?
3329,0,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",put party 7 days week study lightly think need draw custom checkboxes know we're hardcore
3330,0,Sac will score big hundred.he is set batsman:-),sac score big hundred set batsman : -
3331,0,Send me yetty's number pls.,send yetty's number pls
3332,0,How much it will cost approx . Per month.,much cost approx per month
3333,0,Ok... The theory test? when are ü going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,ok theory test ? ü going book ? think 21 may coz thought wanna go jiayin isnt free
3334,1,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",contacted dating service someone know ! find call land line 09050000928 pobox45w2tg150p
3335,0,"That's fine, have him give me a call if he knows what he wants or has any questions",that's fine give call knows wants questions
3336,0,"Sorry, got a late start, we're on the way",sorry got late start we're way
3337,0,Then u go back urself lor...,go back urself lor
3338,0,I AM AT THE GAS STATION. GO THERE.,gas station go
3339,0,"K, if u bored up just come to my home..",bored come home
3340,0,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,babe ! ! ! ! love ! ! ! ! *covers face kisses*
3341,0,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome",like made throw smoking friend's car one time awesome
3342,0,Still i have not checked it da. . .,still checked da
3343,0,You will go to walmart. I.ll stay.,go walmart stay
3344,0,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",forgotten might couple bucks send tomorrow ? love ya
3345,0,Oh great. I.ll disturb him more so that we can talk.,oh great disturb talk
3346,0,Reverse is cheating. That is not mathematics.,reverse cheating mathematics
3347,0,U're welcome... Caught u using broken english again...,u're welcome caught using broken english
3348,0,No problem baby. Is this is a good time to talk? I called and left a message.,problem baby good time talk ? called left message
3349,0,"Sorry, I'll call later",sorry i'll call later
3350,0,Oh is it! Which brand?,oh ! brand ?
3351,0,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,sorry cant take call right happens 2waxsto wat want come ill get medical insurance she'll able deliver basic care currently shopping right medical insurance give til friday morning thats see major person guide right insurance
3352,0,At what time are you coming.,time coming
3353,0,Call him and say you not coming today ok and tell them not to fool me like this ok,call say coming today ok tell fool like ok
3354,0,I emailed yifeng my part oredi.. Can ü get it fr him..,emailed yifeng part oredi ü get fr
3355,0,R u sure they'll understand that! Wine * good idea just had a slurp!,sure they'll understand ! wine * good idea slurp !
3356,0,Minimum walk is 3miles a day.,minimum walk 3miles day
3357,0,Ok not a problem will get them a taxi. C ing  tomorrow and tuesday. On tuesday think we r all going to the cinema. ,ok problem get taxi ing tomorrow tuesday tuesday think going cinema
3358,0,"Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla..",brainless baby doll : - ; - vehicle sariyag drive madoke barolla
3359,0,I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...,run away frm walk slowly &amp ; kills care enough stop
3360,1,Sorry I missed your call let's talk when you have the time. I'm on 07090201529,sorry missed call let's talk time 07090201529
3361,0,Please attend the phone:),please attend phone :
3362,0,You only hate me. You can call any but you didnt accept even a single call of mine. Or even you messaged,hate call didnt accept even single call mine even messaged
3363,0,No messages on her phone. I'm holding it now,messages phone holding
3364,0,Can... I'm free...,free
3365,0,"Yo my trip got postponed, you still stocked up?",yo trip got postponed still stocked ?
3366,0,"Sorry, I'll call later",sorry i'll call later
3367,0,I am waiting for your call sir.,waiting call sir
3368,0,Hey what are you doing. Y no reply pa..,hey reply pa
3369,0,"Hey elaine, is today's meeting still on?",hey elaine today's meeting still ?
3370,0,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.,sorry i've gone place tomorrow really sorry
3371,0,Most of the tiime when i don't let you hug me it's so i don't break into tears.,tiime let hug break tears
3372,0,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow,tomorrow going theatre come wherever call tell come tomorrow
3373,0,And now electricity just went out fml.,electricity went fml
3374,0,"Looks like you found something to do other than smoke, great job!",looks like found something smoke great job !
3375,0,Also andros ice etc etc,also andros ice etc etc
3376,0,:) ,:
3377,0,"Good afternon, my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea",good afternon love today ? hope good maybe interviews wake miss babe passionate kiss across sea
3378,0,Yup. Wun believe wat? U really neva c e msg i sent shuhui?,yup wun believe wat ? really neva msg sent shuhui ?
3379,0,Hows that watch resizing,hows watch resizing
3380,0,Dear umma she called me now :-),dear umma called : -
3381,0,Just finished. Missing you plenty,finished missing plenty
3382,1,"complimentary 4 STAR Ibiza Holiday or £10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+",complimentary star ibiza holiday £ 10 000 cash needs urgent collection 09066364349 landline lose ! box434sk38wp150ppm18+
3383,0,"Well, I meant as opposed to my drunken night of before",well meant opposed drunken night
3384,0,K... Must book a not huh? so going for yoga basic on sunday?,must book huh ? going yoga basic sunday ?
3385,1,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline,free msg : billed mobile number mistake shortcode 83332 please call 08081263000 charges refunded call free bt landline
3386,0,Ok can...,ok
3387,0,"Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x",oops - mum's somerset bit far ! back tomo see soon
3388,0,So u workin overtime nigpun?,workin overtime nigpun ?
